frame,video_time_s,object,source,confidence,distance_m,distance_method,closing_speed_mps,ttc_s,lane_overlap,x1,y1,x2,y2,in_lane,risk,action,decision_source,rule_id,rule_priority,competing_rules,decision_trace,explanation,incident_image,track_key
262,10.48,pothole,best.pt,0.547,2.25,width_fallback,1.679,2.047,0.0,107,352,360,490,False,SAFE,OBJECT OUTSIDE VEHICLE LANE,prolog,object_outside_vehicle_lane,25,1,safe:object_outside_vehicle_lane:25* | safe:object_at_safe_distance:20,Object is outside the vehicle lane and not an immediate collision threat.,,road_video_3.mp4:best.pt:pothole:g6:6
263,10.52,pothole,best.pt,0.5888,2.45,width_fallback,0.929,2.313,0.0,124,353,347,495,False,SAFE,OBJECT OUTSIDE VEHICLE LANE,prolog,object_outside_vehicle_lane,25,1,safe:object_outside_vehicle_lane:25* | safe:object_at_safe_distance:20,Object is outside the vehicle lane and not an immediate collision threat.,,road_video_3.mp4:best.pt:pothole:g6:6
264,10.56,pothole,best.pt,0.6641,2.12,width_fallback,1.857,1.786,0.0,81,356,359,506,False,SAFE,OBJECT OUTSIDE VEHICLE LANE,prolog,object_outside_vehicle_lane,25,1,safe:object_outside_vehicle_lane:25* | safe:object_at_safe_distance:20,Object is outside the vehicle lane and not an immediate collision threat.,,road_video_3.mp4:best.pt:pothole:g6:6
265,10.6,pothole,best.pt,0.582,1.86,width_fallback,2.607,1.303,0.0,47,367,364,523,False,SAFE,OBJECT OUTSIDE VEHICLE LANE,prolog,object_outside_vehicle_lane,25,1,safe:object_outside_vehicle_lane:25* | safe:object_at_safe_distance:20,Object is outside the vehicle lane and not an immediate collision threat.,,road_video_3.mp4:best.pt:pothole:g6:6
265,10.6,pothole,best.pt,0.4507,1.37,width_fallback,0.0,,0.392,1,349,389,715,True,CRITICAL,BRAKE AND AVOID ROAD DAMAGE,prolog,brake_and_avoid_road_damage,95,5,critical:brake_and_avoid_road_damage:95* | critical:brake_now_object_too_close:90 | warning:road_damage_warning:62 | warning:generic_warning:55 | caution:caution_object_in_vehicle_lane:40 | safe:object_at_safe_distance:20,Immediate maneuver to avoid road damage is required.,C:\Users\User\Documents\GitHub\AIproject\output\incidents\road_video_3.mp4\road_video_3.mp4_f265_CRITICAL_pothole.jpg,road_video_3.mp4:best.pt:pothole:g0:8
265,10.6,pothole,best.pt,0.3309,4.75,width_fallback,0.0,,0.828,155,639,270,715,True,WARNING,SLOW DOWN AND PREPARE TO AVOID ROAD DAMAGE,prolog,road_damage_warning,62,3,warning:road_damage_warning:62* | warning:generic_warning:55 | caution:caution_object_in_vehicle_lane:40 | safe:object_at_safe_distance:20,Road damage ahead; slow down and prepare to avoid.,C:\Users\User\Documents\GitHub\AIproject\output\incidents\road_video_3.mp4\road_video_3.mp4_f265_WARNING_pothole.jpg,road_video_3.mp4:best.pt:pothole:g4:14
266,10.64,pothole,best.pt,0.6014,1.9,width_fallback,2.571,1.049,0.0,62,373,355,512,False,SAFE,OBJECT OUTSIDE VEHICLE LANE,prolog,object_outside_vehicle_lane,25,1,safe:object_outside_vehicle_lane:25* | safe:object_at_safe_distance:20,Object is outside the vehicle lane and not an immediate collision threat.,,road_video_3.mp4:best.pt:pothole:g6:6
267,10.68,pothole,best.pt,0.6509,2.04,width_fallback,1.821,1.081,0.0,74,381,342,512,False,SAFE,OBJECT OUTSIDE VEHICLE LANE,prolog,object_outside_vehicle_lane,25,1,safe:object_outside_vehicle_lane:25* | safe:object_at_safe_distance:20,Object is outside the vehicle lane and not an immediate collision threat.,,road_video_3.mp4:best.pt:pothole:g6:6
268,10.72,pothole,best.pt,0.4111,1.73,width_fallback,2.357,0.925,0.0,0,383,343,543,False,SAFE,OBJECT OUTSIDE VEHICLE LANE,prolog,object_outside_vehicle_lane,25,1,safe:object_outside_vehicle_lane:25* | safe:object_at_safe_distance:20,Object is outside the vehicle lane and not an immediate collision threat.,,road_video_3.mp4:best.pt:pothole:g6:6
269,10.76,pothole,best.pt,0.5698,1.9,width_fallback,1.25,1.193,0.0,46,392,333,539,False,SAFE,OBJECT OUTSIDE VEHICLE LANE,prolog,object_outside_vehicle_lane,25,1,safe:object_outside_vehicle_lane:25* | safe:object_at_safe_distance:20,Object is outside the vehicle lane and not an immediate collision threat.,,road_video_3.mp4:best.pt:pothole:g6:6
270,10.8,pothole,best.pt,0.6138,1.78,width_fallback,2.393,0.991,0.0,16,397,338,571,False,SAFE,OBJECT OUTSIDE VEHICLE LANE,prolog,object_outside_vehicle_lane,25,1,safe:object_outside_vehicle_lane:25* | safe:object_at_safe_distance:20,Object is outside the vehicle lane and not an immediate collision threat.,,road_video_3.mp4:best.pt:pothole:g6:6
271,10.84,pothole,best.pt,0.6557,1.76,width_fallback,1.286,1.161,0.0,5,404,323,567,False,SAFE,OBJECT OUTSIDE VEHICLE LANE,prolog,object_outside_vehicle_lane,25,1,safe:object_outside_vehicle_lane:25* | safe:object_at_safe_distance:20,Object is outside the vehicle lane and not an immediate collision threat.,,road_video_3.mp4:best.pt:pothole:g6:6
272,10.88,pothole,best.pt,0.522,1.84,width_fallback,0.0,,0.0,12,417,312,569,False,SAFE,OBJECT OUTSIDE VEHICLE LANE,prolog,object_outside_vehicle_lane,25,1,safe:object_outside_vehicle_lane:25* | safe:object_at_safe_distance:20,Object is outside the vehicle lane and not an immediate collision threat.,,road_video_3.mp4:best.pt:pothole:g6:6
273,10.92,pothole,best.pt,0.5789,1.86,width_fallback,0.0,,0.0,5,424,305,582,False,SAFE,OBJECT OUTSIDE VEHICLE LANE,prolog,object_outside_vehicle_lane,25,1,safe:object_outside_vehicle_lane:25* | safe:object_at_safe_distance:20,Object is outside the vehicle lane and not an immediate collision threat.,,road_video_3.mp4:best.pt:pothole:g6:6
274,10.96,pothole,best.pt,0.5798,1.8,width_fallback,0.857,1.583,0.008,0,430,315,602,False,SAFE,OBJECT OUTSIDE VEHICLE LANE,prolog,object_outside_vehicle_lane,25,1,safe:object_outside_vehicle_lane:25* | safe:object_at_safe_distance:20,Object is outside the vehicle lane and not an immediate collision threat.,,road_video_3.mp4:best.pt:pothole:g6:6
275,11.0,pothole,best.pt,0.6132,1.91,width_fallback,0.0,,0.014,7,447,295,623,False,SAFE,OBJECT OUTSIDE VEHICLE LANE,prolog,object_outside_vehicle_lane,25,1,safe:object_outside_vehicle_lane:25* | safe:object_at_safe_distance:20,Object is outside the vehicle lane and not an immediate collision threat.,,road_video_3.mp4:best.pt:pothole:g6:6
276,11.04,pothole,best.pt,0.4736,1.99,width_fallback,0.0,,0.191,0,455,277,705,True,CRITICAL,BRAKE AND AVOID ROAD DAMAGE,prolog,brake_and_avoid_road_damage,95,5,critical:brake_and_avoid_road_damage:95* | critical:brake_now_object_too_close:90 | warning:road_damage_warning:62 | warning:generic_warning:55 | caution:caution_object_in_vehicle_lane:40 | safe:object_at_safe_distance:20,Immediate maneuver to avoid road damage is required.,C:\Users\User\Documents\GitHub\AIproject\output\incidents\road_video_3.mp4\road_video_3.mp4_f276_CRITICAL_pothole.jpg,road_video_3.mp4:best.pt:pothole:g6:6
277,11.08,pothole,best.pt,0.3603,2.07,width_fallback,0.0,,0.204,0,471,267,713,True,CRITICAL,BRAKE AND AVOID ROAD DAMAGE,prolog,brake_and_avoid_road_damage,95,5,critical:brake_and_avoid_road_damage:95* | critical:brake_now_object_too_close:90 | warning:road_damage_warning:62 | warning:generic_warning:55 | caution:caution_object_in_vehicle_lane:40 | safe:object_at_safe_distance:20,Immediate maneuver to avoid road damage is required.,,road_video_3.mp4:best.pt:pothole:g6:6
281,11.24,pothole,best.pt,0.3486,2.48,width_fallback,0.0,,0.0,3,527,226,609,False,SAFE,OBJECT OUTSIDE VEHICLE LANE,prolog,object_outside_vehicle_lane,25,1,safe:object_outside_vehicle_lane:25* | safe:object_at_safe_distance:20,Object is outside the vehicle lane and not an immediate collision threat.,,road_video_3.mp4:best.pt:pothole:g0:13
283,11.32,pothole,best.pt,0.395,2.81,width_fallback,0.0,,0.0,0,565,196,666,False,SAFE,OBJECT OUTSIDE VEHICLE LANE,prolog,object_outside_vehicle_lane,25,1,safe:object_outside_vehicle_lane:25* | safe:object_at_safe_distance:20,Object is outside the vehicle lane and not an immediate collision threat.,,road_video_3.mp4:best.pt:pothole:g0:13
284,11.36,pothole,best.pt,0.4754,2.86,width_fallback,0.0,,0.076,0,583,195,719,False,SAFE,OBJECT OUTSIDE VEHICLE LANE,prolog,object_outside_vehicle_lane,25,1,safe:object_outside_vehicle_lane:25* | safe:object_at_safe_distance:20,Object is outside the vehicle lane and not an immediate collision threat.,,road_video_3.mp4:best.pt:pothole:g0:13
285,11.4,pothole,best.pt,0.5389,3.14,width_fallback,0.0,,0.023,0,605,173,719,False,SAFE,OBJECT OUTSIDE VEHICLE LANE,prolog,object_outside_vehicle_lane,25,1,safe:object_outside_vehicle_lane:25* | safe:object_at_safe_distance:20,Object is outside the vehicle lane and not an immediate collision threat.,,road_video_3.mp4:best.pt:pothole:g0:13
310,12.4,pothole,best.pt,0.3968,4.65,width_fallback,0.0,,0.0,391,281,512,336,False,SAFE,OBJECT OUTSIDE VEHICLE LANE,prolog,object_outside_vehicle_lane,25,1,safe:object_outside_vehicle_lane:25* | safe:object_at_safe_distance:20,Object is outside the vehicle lane and not an immediate collision threat.,,road_video_3.mp4:best.pt:pothole:g9:6
311,12.44,pothole,best.pt,0.3597,4.61,width_fallback,0.0,,0.0,383,283,505,340,False,SAFE,OBJECT OUTSIDE VEHICLE LANE,prolog,object_outside_vehicle_lane,25,1,safe:object_outside_vehicle_lane:25* | safe:object_at_safe_distance:20,Object is outside the vehicle lane and not an immediate collision threat.,,road_video_3.mp4:best.pt:pothole:g9:6
312,12.48,pothole,best.pt,0.375,4.87,width_fallback,0.0,,0.0,376,292,489,340,False,SAFE,OBJECT OUTSIDE VEHICLE LANE,prolog,object_outside_vehicle_lane,25,1,safe:object_outside_vehicle_lane:25* | safe:object_at_safe_distance:20,Object is outside the vehicle lane and not an immediate collision threat.,,road_video_3.mp4:best.pt:pothole:g9:6
313,12.52,pothole,best.pt,0.3785,4.08,width_fallback,4.75,0.859,0.0,370,294,517,346,False,SAFE,OBJECT OUTSIDE VEHICLE LANE,prolog,object_outside_vehicle_lane,25,1,safe:object_outside_vehicle_lane:25* | safe:object_at_safe_distance:20,Object is outside the vehicle lane and not an immediate collision threat.,,road_video_3.mp4:best.pt:pothole:g9:6
314,12.56,pothole,best.pt,0.501,4.11,width_fallback,3.375,1.02,0.0,378,297,514,347,False,SAFE,OBJECT OUTSIDE VEHICLE LANE,prolog,object_outside_vehicle_lane,25,1,safe:object_outside_vehicle_lane:25* | safe:object_at_safe_distance:20,Object is outside the vehicle lane and not an immediate collision threat.,,road_video_3.mp4:best.pt:pothole:g9:6
315,12.6,pothole,best.pt,0.4667,3.47,width_fallback,5.9,0.826,0.0,342,298,514,360,False,SAFE,OBJECT OUTSIDE VEHICLE LANE,prolog,object_outside_vehicle_lane,25,1,safe:object_outside_vehicle_lane:25* | safe:object_at_safe_distance:20,Object is outside the vehicle lane and not an immediate collision threat.,,road_video_3.mp4:best.pt:pothole:g9:6
316,12.64,pothole,best.pt,0.3569,3.67,width_fallback,4.083,0.859,0.0,366,306,516,362,False,SAFE,OBJECT OUTSIDE VEHICLE LANE,prolog,object_outside_vehicle_lane,25,1,safe:object_outside_vehicle_lane:25* | safe:object_at_safe_distance:20,Object is outside the vehicle lane and not an immediate collision threat.,,road_video_3.mp4:best.pt:pothole:g9:6
317,12.68,pothole,best.pt,0.3576,3.68,width_fallback,3.464,0.95,0.0,340,312,492,361,False,SAFE,OBJECT OUTSIDE VEHICLE LANE,prolog,object_outside_vehicle_lane,25,1,safe:object_outside_vehicle_lane:25* | safe:object_at_safe_distance:20,Object is outside the vehicle lane and not an immediate collision threat.,,road_video_3.mp4:best.pt:pothole:g9:6
319,12.76,pothole,best.pt,0.3264,3.99,width_fallback,1.937,1.449,0.0,368,325,505,379,False,SAFE,OBJECT OUTSIDE VEHICLE LANE,prolog,object_outside_vehicle_lane,25,1,safe:object_outside_vehicle_lane:25* | safe:object_at_safe_distance:20,Object is outside the vehicle lane and not an immediate collision threat.,,road_video_3.mp4:best.pt:pothole:g9:6
320,12.8,pothole,best.pt,0.4711,3.44,width_fallback,4.469,1.144,0.0,343,326,515,387,False,SAFE,OBJECT OUTSIDE VEHICLE LANE,prolog,object_outside_vehicle_lane,25,1,safe:object_outside_vehicle_lane:25* | safe:object_at_safe_distance:20,Object is outside the vehicle lane and not an immediate collision threat.,,road_video_3.mp4:best.pt:pothole:g9:6
321,12.84,pothole,best.pt,0.4133,3.39,width_fallback,2.156,1.336,0.0,340,333,506,390,False,SAFE,OBJECT OUTSIDE VEHICLE LANE,prolog,object_outside_vehicle_lane,25,1,safe:object_outside_vehicle_lane:25* | safe:object_at_safe_distance:20,Object is outside the vehicle lane and not an immediate collision threat.,,road_video_3.mp4:best.pt:pothole:g9:6
322,12.88,pothole,best.pt,0.458,3.73,width_fallback,1.188,2.149,0.0,343,337,489,396,False,SAFE,OBJECT OUTSIDE VEHICLE LANE,prolog,object_outside_vehicle_lane,25,1,safe:object_outside_vehicle_lane:25* | safe:object_at_safe_distance:20,Object is outside the vehicle lane and not an immediate collision threat.,,road_video_3.mp4:best.pt:pothole:g9:6
323,12.92,pothole,best.pt,0.4157,2.29,width_fallback,0.0,,0.0,252,341,494,412,False,SAFE,OBJECT OUTSIDE VEHICLE LANE,prolog,object_outside_vehicle_lane,25,1,safe:object_outside_vehicle_lane:25* | safe:object_at_safe_distance:20,Object is outside the vehicle lane and not an immediate collision threat.,,road_video_3.mp4:best.pt:pothole:g5:8
324,12.96,pothole,best.pt,0.5664,2.85,width_fallback,0.0,,0.0,318,350,503,415,False,SAFE,OBJECT OUTSIDE VEHICLE LANE,prolog,object_outside_vehicle_lane,25,1,safe:object_outside_vehicle_lane:25* | safe:object_at_safe_distance:20,Object is outside the vehicle lane and not an immediate collision threat.,,road_video_3.mp4:best.pt:pothole:g5:8
324,12.96,pothole,best.pt,0.362,5.66,width_fallback,0.0,,0.0,784,350,883,391,False,SAFE,OBJECT OUTSIDE VEHICLE LANE,prolog,object_outside_vehicle_lane,25,1,safe:object_outside_vehicle_lane:25* | safe:object_at_safe_distance:20,Object is outside the vehicle lane and not an immediate collision threat.,,road_video_3.mp4:best.pt:pothole:g19:8
325,13.0,pothole,best.pt,0.4171,2.81,width_fallback,0.0,,0.0,309,359,509,428,False,SAFE,OBJECT OUTSIDE VEHICLE LANE,prolog,object_outside_vehicle_lane,25,1,safe:object_outside_vehicle_lane:25* | safe:object_at_safe_distance:20,Object is outside the vehicle lane and not an immediate collision threat.,,road_video_3.mp4:best.pt:pothole:g5:8
325,13.0,pothole,best.pt,0.3493,5.7,width_fallback,0.0,,0.0,795,363,893,407,False,SAFE,OBJECT OUTSIDE VEHICLE LANE,prolog,object_outside_vehicle_lane,25,1,safe:object_outside_vehicle_lane:25* | safe:object_at_safe_distance:20,Object is outside the vehicle lane and not an immediate collision threat.,,road_video_3.mp4:best.pt:pothole:g19:8
326,13.04,pothole,best.pt,0.5659,3.09,width_fallback,0.0,,0.0,316,362,492,435,False,SAFE,OBJECT OUTSIDE VEHICLE LANE,prolog,object_outside_vehicle_lane,25,1,safe:object_outside_vehicle_lane:25* | safe:object_at_safe_distance:20,Object is outside the vehicle lane and not an immediate collision threat.,,road_video_3.mp4:best.pt:pothole:g5:8
327,13.08,pothole,best.pt,0.448,3.05,width_fallback,0.0,,0.004,315,374,499,440,False,SAFE,OBJECT OUTSIDE VEHICLE LANE,prolog,object_outside_vehicle_lane,25,1,safe:object_outside_vehicle_lane:25* | safe:object_at_safe_distance:20,Object is outside the vehicle lane and not an immediate collision threat.,,road_video_3.mp4:best.pt:pothole:g5:8
327,13.08,pothole,best.pt,0.3118,5.11,width_fallback,4.583,1.115,0.0,801,373,915,418,False,SAFE,OBJECT OUTSIDE VEHICLE LANE,prolog,object_outside_vehicle_lane,25,1,safe:object_outside_vehicle_lane:25* | safe:object_at_safe_distance:20,Object is outside the vehicle lane and not an immediate collision threat.,,road_video_3.mp4:best.pt:pothole:g19:8
331,13.24,pothole,best.pt,0.4276,2.65,width_fallback,0.0,,0.14,275,406,482,487,False,SAFE,OBJECT OUTSIDE VEHICLE LANE,prolog,object_outside_vehicle_lane,25,1,safe:object_outside_vehicle_lane:25* | safe:object_at_safe_distance:20,Object is outside the vehicle lane and not an immediate collision threat.,,road_video_3.mp4:best.pt:pothole:g6:9
332,13.28,pothole,best.pt,0.3798,4.76,width_fallback,0.0,,0.0,853,418,976,476,False,SAFE,OBJECT OUTSIDE VEHICLE LANE,prolog,object_outside_vehicle_lane,25,1,safe:object_outside_vehicle_lane:25* | safe:object_at_safe_distance:20,Object is outside the vehicle lane and not an immediate collision threat.,,road_video_3.mp4:best.pt:pothole:g21:9
332,13.28,pothole,best.pt,0.3363,2.52,width_fallback,0.0,,0.317,269,418,495,514,True,CRITICAL,BRAKE AND AVOID ROAD DAMAGE,prolog,brake_and_avoid_road_damage,95,5,critical:brake_and_avoid_road_damage:95* | critical:brake_now_object_too_close:90 | warning:road_damage_warning:62 | warning:generic_warning:55 | caution:caution_object_in_vehicle_lane:40 | safe:object_at_safe_distance:20,Immediate maneuver to avoid road damage is required.,C:\Users\User\Documents\GitHub\AIproject\output\incidents\road_video_3.mp4\road_video_3.mp4_f332_CRITICAL_pothole.jpg,road_video_3.mp4:best.pt:pothole:g6:9
333,13.32,pothole,best.pt,0.575,2.39,width_fallback,3.25,0.735,0.392,267,424,505,524,True,CRITICAL,BRAKE AND AVOID ROAD DAMAGE,prolog,brake_and_avoid_road_damage,95,5,critical:brake_and_avoid_road_damage:95* | critical:brake_now_object_too_close:90 | warning:road_damage_warning:62 | warning:generic_warning:55 | caution:caution_object_in_vehicle_lane:40 | safe:object_at_safe_distance:20,Immediate maneuver to avoid road damage is required.,,road_video_3.mp4:best.pt:pothole:g6:9
334,13.36,pothole,best.pt,0.4946,2.34,width_fallback,2.583,0.812,0.376,248,436,489,535,True,CRITICAL,BRAKE AND AVOID ROAD DAMAGE,prolog,brake_and_avoid_road_damage,95,5,critical:brake_and_avoid_road_damage:95* | critical:brake_now_object_too_close:90 | warning:road_damage_warning:62 | warning:generic_warning:55 | caution:caution_object_in_vehicle_lane:40 | safe:object_at_safe_distance:20,Immediate maneuver to avoid road damage is required.,,road_video_3.mp4:best.pt:pothole:g6:9
335,13.4,pothole,best.pt,0.5502,2.76,width_fallback,0.0,,0.51,277,455,470,558,True,CRITICAL,BRAKE AND AVOID ROAD DAMAGE,prolog,brake_and_avoid_road_damage,95,5,critical:brake_and_avoid_road_damage:95* | critical:brake_now_object_too_close:90 | warning:road_damage_warning:62 | warning:generic_warning:55 | caution:caution_object_in_vehicle_lane:40 | safe:object_at_safe_distance:20,Immediate maneuver to avoid road damage is required.,,road_video_3.mp4:best.pt:pothole:g6:9
336,13.44,pothole,best.pt,0.5063,4.14,width_fallback,0.0,,0.0,895,459,1031,529,False,SAFE,OBJECT OUTSIDE VEHICLE LANE,prolog,object_outside_vehicle_lane,25,1,safe:object_outside_vehicle_lane:25* | safe:object_at_safe_distance:20,Object is outside the vehicle lane and not an immediate collision threat.,,road_video_3.mp4:best.pt:pothole:g22:11
336,13.44,pothole,best.pt,0.405,2.3,width_fallback,1.75,1.038,0.566,229,465,489,585,True,CRITICAL,BRAKE AND AVOID ROAD DAMAGE,prolog,brake_and_avoid_road_damage,95,5,critical:brake_and_avoid_road_damage:95* | critical:brake_now_object_too_close:90 | warning:road_damage_warning:62 | warning:generic_warning:55 | caution:caution_object_in_vehicle_lane:40 | safe:object_at_safe_distance:20,Immediate maneuver to avoid road damage is required.,,road_video_3.mp4:best.pt:pothole:g6:9
337,13.48,pothole,best.pt,0.4996,2.35,width_fallback,1.25,1.417,0.633,247,476,484,591,True,CRITICAL,BRAKE AND AVOID ROAD DAMAGE,prolog,brake_and_avoid_road_damage,95,5,critical:brake_and_avoid_road_damage:95* | critical:brake_now_object_too_close:90 | warning:road_damage_warning:62 | warning:generic_warning:55 | caution:caution_object_in_vehicle_lane:40 | safe:object_at_safe_distance:20,Immediate maneuver to avoid road damage is required.,,road_video_3.mp4:best.pt:pothole:g6:9
337,13.48,pothole,best.pt,0.4977,4.15,width_fallback,0.0,,0.001,910,473,1045,543,False,SAFE,OBJECT OUTSIDE VEHICLE LANE,prolog,object_outside_vehicle_lane,25,1,safe:object_outside_vehicle_lane:25* | safe:object_at_safe_distance:20,Object is outside the vehicle lane and not an immediate collision threat.,,road_video_3.mp4:best.pt:pothole:g22:11
338,13.52,pothole,best.pt,0.4287,3.92,width_fallback,2.75,1.425,0.019,930,498,1076,568,False,SAFE,OBJECT OUTSIDE VEHICLE LANE,prolog,object_outside_vehicle_lane,25,1,safe:object_outside_vehicle_lane:25* | safe:object_at_safe_distance:20,Object is outside the vehicle lane and not an immediate collision threat.,,road_video_3.mp4:best.pt:pothole:g22:11
340,13.6,pothole,best.pt,0.3181,3.92,width_fallback,1.375,2.067,0.041,957,517,1100,596,False,SAFE,OBJECT OUTSIDE VEHICLE LANE,prolog,object_outside_vehicle_lane,25,1,safe:object_outside_vehicle_lane:25* | safe:object_at_safe_distance:20,Object is outside the vehicle lane and not an immediate collision threat.,,road_video_3.mp4:best.pt:pothole:g22:11
341,13.64,pothole,best.pt,0.445,3.67,width_fallback,2.35,1.84,0.071,966,521,1122,611,False,SAFE,OBJECT OUTSIDE VEHICLE LANE,prolog,object_outside_vehicle_lane,25,1,safe:object_outside_vehicle_lane:25* | safe:object_at_safe_distance:20,Object is outside the vehicle lane and not an immediate collision threat.,,road_video_3.mp4:best.pt:pothole:g22:11
341,13.64,pothole,best.pt,0.3424,2.23,width_fallback,0.0,,0.633,445,333,699,435,True,CRITICAL,BRAKE AND AVOID ROAD DAMAGE,prolog,brake_and_avoid_road_damage,95,5,critical:brake_and_avoid_road_damage:95* | critical:brake_now_object_too_close:90 | warning:road_damage_warning:62 | warning:generic_warning:55 | caution:caution_object_in_vehicle_lane:40 | safe:object_at_safe_distance:20,Immediate maneuver to avoid road damage is required.,C:\Users\User\Documents\GitHub\AIproject\output\incidents\road_video_3.mp4\road_video_3.mp4_f341_CRITICAL_pothole.jpg,road_video_3.mp4:best.pt:pothole:g11:8
342,13.68,pothole,best.pt,0.3261,2.15,width_fallback,0.0,,0.805,443,338,707,460,True,CRITICAL,BRAKE AND AVOID ROAD DAMAGE,prolog,brake_and_avoid_road_damage,95,5,critical:brake_and_avoid_road_damage:95* | critical:brake_now_object_too_close:90 | warning:road_damage_warning:62 | warning:generic_warning:55 | caution:caution_object_in_vehicle_lane:40 | safe:object_at_safe_distance:20,Immediate maneuver to avoid road damage is required.,,road_video_3.mp4:best.pt:pothole:g11:8
344,13.76,pothole,best.pt,0.3026,2.34,width_fallback,0.0,,0.747,461,351,694,432,True,CRITICAL,BRAKE AND AVOID ROAD DAMAGE,prolog,brake_and_avoid_road_damage,95,5,critical:brake_and_avoid_road_damage:95* | critical:brake_now_object_too_close:90 | warning:road_damage_warning:62 | warning:generic_warning:55 | caution:caution_object_in_vehicle_lane:40 | safe:object_at_safe_distance:20,Immediate maneuver to avoid road damage is required.,,road_video_3.mp4:best.pt:pothole:g11:8
345,13.8,pothole,best.pt,0.4437,1.93,width_fallback,1.875,1.029,0.942,423,363,735,510,True,CRITICAL,BRAKE AND AVOID ROAD DAMAGE,prolog,brake_and_avoid_road_damage,95,5,critical:brake_and_avoid_road_damage:95* | critical:brake_now_object_too_close:90 | warning:road_damage_warning:62 | warning:generic_warning:55 | caution:caution_object_in_vehicle_lane:40 | safe:object_at_safe_distance:20,Immediate maneuver to avoid road damage is required.,,road_video_3.mp4:best.pt:pothole:g11:8
356,14.24,pothole,best.pt,0.383,2.97,width_fallback,0.0,,0.0,819,382,1012,458,False,SAFE,OBJECT OUTSIDE VEHICLE LANE,prolog,object_outside_vehicle_lane,25,1,safe:object_outside_vehicle_lane:25* | safe:object_at_safe_distance:20,Object is outside the vehicle lane and not an immediate collision threat.,,road_video_3.mp4:best.pt:pothole:g20:9
358,14.32,pothole,best.pt,0.3792,2.73,width_fallback,0.0,,0.0,837,396,1048,490,False,SAFE,OBJECT OUTSIDE VEHICLE LANE,prolog,object_outside_vehicle_lane,25,1,safe:object_outside_vehicle_lane:25* | safe:object_at_safe_distance:20,Object is outside the vehicle lane and not an immediate collision threat.,,road_video_3.mp4:best.pt:pothole:g20:9
362,14.48,pothole,best.pt,0.3441,2.19,width_fallback,0.0,,0.195,849,438,1110,553,True,CRITICAL,BRAKE AND AVOID ROAD DAMAGE,prolog,brake_and_avoid_road_damage,95,5,critical:brake_and_avoid_road_damage:95* | critical:brake_now_object_too_close:90 | warning:road_damage_warning:62 | warning:generic_warning:55 | caution:caution_object_in_vehicle_lane:40 | safe:object_at_safe_distance:20,Immediate maneuver to avoid road damage is required.,C:\Users\User\Documents\GitHub\AIproject\output\incidents\road_video_3.mp4\road_video_3.mp4_f362_CRITICAL_pothole.jpg,road_video_3.mp4:best.pt:pothole:g21:10
364,14.56,pothole,best.pt,0.4238,2.35,width_fallback,0.0,,0.095,902,463,1135,572,False,SAFE,OBJECT OUTSIDE VEHICLE LANE,prolog,object_outside_vehicle_lane,25,1,safe:object_outside_vehicle_lane:25* | safe:object_at_safe_distance:20,Object is outside the vehicle lane and not an immediate collision threat.,,road_video_3.mp4:best.pt:pothole:g21:10
366,14.64,pothole,best.pt,0.4449,2.01,width_fallback,1.125,1.787,0.382,882,502,1177,634,True,CRITICAL,BRAKE AND AVOID ROAD DAMAGE,prolog,brake_and_avoid_road_damage,95,5,critical:brake_and_avoid_road_damage:95* | critical:brake_now_object_too_close:90 | warning:road_damage_warning:62 | warning:generic_warning:55 | caution:caution_object_in_vehicle_lane:40 | safe:object_at_safe_distance:20,Immediate maneuver to avoid road damage is required.,,road_video_3.mp4:best.pt:pothole:g21:10
444,17.76,pothole,best.pt,0.3269,1.91,width_fallback,0.0,,0.0,30,280,311,434,False,SAFE,OBJECT OUTSIDE VEHICLE LANE,prolog,object_outside_vehicle_lane,25,1,safe:object_outside_vehicle_lane:25* | safe:object_at_safe_distance:20,Object is outside the vehicle lane and not an immediate collision threat.,,road_video_3.mp4:best.pt:pothole:g0:6
450,18.0,pothole,best.pt,0.3258,1.97,width_fallback,0.0,,0.0,4,313,286,440,False,SAFE,OBJECT OUTSIDE VEHICLE LANE,prolog,object_outside_vehicle_lane,25,1,safe:object_outside_vehicle_lane:25* | safe:object_at_safe_distance:20,Object is outside the vehicle lane and not an immediate collision threat.,,road_video_3.mp4:best.pt:pothole:g0:7
466,18.64,pothole,best.pt,0.4246,2.71,width_fallback,0.0,,0.0,244,337,461,410,False,SAFE,OBJECT OUTSIDE VEHICLE LANE,prolog,object_outside_vehicle_lane,25,1,safe:object_outside_vehicle_lane:25* | safe:object_at_safe_distance:20,Object is outside the vehicle lane and not an immediate collision threat.,,road_video_3.mp4:best.pt:pothole:g7:8
467,18.68,pothole,best.pt,0.3391,2.85,width_fallback,0.0,,0.0,253,338,447,412,False,SAFE,OBJECT OUTSIDE VEHICLE LANE,prolog,object_outside_vehicle_lane,25,1,safe:object_outside_vehicle_lane:25* | safe:object_at_safe_distance:20,Object is outside the vehicle lane and not an immediate collision threat.,,road_video_3.mp4:best.pt:pothole:g7:8
468,18.72,pothole,best.pt,0.3948,2.52,width_fallback,0.0,,0.0,221,329,453,421,False,SAFE,OBJECT OUTSIDE VEHICLE LANE,prolog,object_outside_vehicle_lane,25,1,safe:object_outside_vehicle_lane:25* | safe:object_at_safe_distance:20,Object is outside the vehicle lane and not an immediate collision threat.,,road_video_3.mp4:best.pt:pothole:g7:8
